Year,Variable,Variable Label
2022,id_aahp,Industry: All: AERAF: Accomodation and Food Services Percent
2022,id_aaop,"Industry: All: AERAF: Other Services, Except Public Administration Percent"
2022,id_aapp,Industry: All: AERAF: Public Administration Percent
2022,cl_apap,Class: PFPWS (Private For-Profit Wage and Salary Workers): Any Percent
2022,cl_appp,Class: PFPWS: Employee of Private Company Percent
2022,cl_apip,Class: PFPWS: Self-Employed in Own Incorporated Business Percent
2022,cl_apnp,Class: PFPWS: Private Not-for-Profit Percent
2022,cl_aplp,Class: PFPWS: Local Government Percent
2022,cl_apsp,Class: PFPWS: State Government Percent
2022,cl_apfp,Class: PFPWS: Local Government Percent
2022,cl_apep,Class: PFPWS: Self-Employed in Own Not Incorporated Business Percent
2022,cl_apup,Class: PFPWS: Unpaid Family Worker Percent
2020,hs_allt,Housing: All Units: Count
2020,hs_occn,Housing: Occupied Units: Count
2020,hs_occp,Housing: Occupied Units: Percent
2020,hs_vacn,Housing: Vacant Units: Count
2020,hs_vacp,Housing: Vacant Units: Percent
2022,hs_ownp,Housing: Owner Occupied Housing Units Percent
2022,hs_renp,Housing: Renter Occupied Housing Units Percent
2022,hs_vctp,Housing: Vacant Housing Units Percent
2022,hs_maop,Housing: Mobile Home: Owner or Renter Occupied Percent
2022,hs_moop,Housing: Mobile Home: Owner Occupied Percent
2022,hs_mrop,Housing: Mobile Home: Renter Occupied Percent
2022,hs_ppop,Housing: Owner Occupied: Population in Occupied Housing Units Percent
2022,hs_pprp,Housing: Renter Occupied: Population in Occupied Housing Units Percent
2022,hs_szaa,Housing: All: Average Household Size
2022,hs_szoa,Housing: Owner Occupied: Average Household Size
2022,hs_szra,Housing: Renter Occupied: Average Household Size
2022,hs_dran,Housing: All: Median Number of Rooms
2022,hs_dron,Housing: Owner Occupied: Median Number of Rooms
2022,hs_drrn,Housing: Renter Occupied: Median Number of Rooms
2022,hs_acra,Housing: All: Average Number of People Per Room
2022,hs_acro,Housing: Owner Occupied: Average Number of People Per Room
2022,hs_acrr,Housing: Renter Occupied: Average Number of People Per Room
2022,hs_dysn,Housing: Median Year Structure Built: All
2022,hs_dycn,Housing: Median Year Structure Built: All Occupied
2022,hs_dyon,Housing: Median Year Structure Built: Owner Occupied
2022,hs_dyrn,Housing: Median Year Structure Built: Renter Occupied
2022,tx_nvop,Vehicle Access: Owner Occupied: Households with No Access to Vehicle Per...
2022,tx_nvrp,Vehicle Access: Renter Occupied: Households with No Access to Vehicle Pe...
2022,tx_nvap,Vehicle Access: All Occupied: Households with No Access to Vehicle Percent
2022,hi_onep,Health Insurance: One Type: Population Percent
2022,hi_empp,Health Insurance: One Type: Employer-Based Percent
2022,hi_dirp,Health Insurance: One Type: Direct-Purchase Percent
2022,hi_arep,Health Insurance: One Type: Medicare Percent
2022,hi_aidp,Health Insurance: One Type: Medicaid Percent
2022,hi_trip,Health Insurance: One Type: TRICARE Percent
2022,hi_vap,Health Insurance: One Type: VA Percent
2022,hi_twop,Health Insurance: Two or More Types: Population Percent
2022,hi_eadp,Health Insurance: Two or More Types: Employer-Based and Direct-Purchase ...
2022,hi_earp,Health Insurance: Two or More Types: Employer-Based and Medicare Percent
2022,hi_darp,Health Insurance: Two or More Types: Direct-Purchase and Medicare Percent
2022,hi_dulp,Health Insurance: Two or More Types: Medicare and Medicaid Percent
2022,hi_prip,Health Insurance: Two or More Types: Private Only Combinations Percent
2022,hi_pubp,Health Insurance: Two or More Types: Public Only Combinations Percent
2022,hi_othp,Health Insurance: Two or More Types: Other Combinations Percent
2022,hi_unip,Health Insurance: Two or More Types: Uninsured Percent
2022,hi_comp,Health Insurance: Commercial Percent
2022,hi_milp,Health Insurance: Any Military (VA or TRICARE) Percent
2022,ac_inap,Internet Access: Households: With an Internet Subscription Percent
2022,ac_dupp,Internet Access: Households: Dial-up Only Percent
2022,ac_brbp,Internet Access: Households: With Broadband Internet Access Percent
2022,ac_nbrp,Internet Access: Households: No Broadband Internet Access Percent
2022,ac_clap,Internet Access: Households: Cellular Data Plan Percent
2022,ac_clop,Internet Access: Households: Only Cellular Data Plan Percent
2022,ac_stap,Internet Access: Households: Satellite Internet Percent
2022,ac_stop,Internet Access: Households: Only Satellite Internet Percent
2022,ac_othp,Internet Access: Households: Other Internet Acess Percent
2022,ac_nsbp,Internet Access: Households: Internet Access Without a Subscription Percent
2022,ac_niap,Internet Access: Households: No Internet Access Percent
2022,ac_cdnp,Computer Access: Households: Denom Percent
2022,ac_cwdp,Computer Access: Households: Computer with Dial-up Only Percent
2022,ac_cwbp,Computer Access: Households: Computer with Broadband Percent
2022,ac_cnip,Computer Access: Households: Computer without Internet Access Percent
2022,ac_nocp,Computer Access: Households: No Computer Percent
2022,vt_denn,Voting: Voting-Age Citizens: All
2022,vt_1829p,Voting: Voting-Age Citizens: 18-29 Years Old Percent
2022,vt_3044p,Voting: Voting-Age Citizens: 30-44 Years Old Percent
2022,vt_4564p,Voting: Voting-Age Citizens: 45-64 Years Old Percent
2022,vt_65pp,Voting: Voting-Age Citizens: 65 Plus Years Old Percent
2022,vt_lthp,Voting: Voting-Age Citizens: Edu Less Than 9th Grade Percent
2022,vt_nhsp,Voting: Voting-Age Citizens: Edu 9-12 Grade Percent
2022,vt_hsdp,Voting: Voting-Age Citizens: Edu HS Graduate Percent
2022,vt_scop,Voting: Voting-Age Citizens: Edu Some College Percent
2022,vt_asdp,Voting: Voting-Age Citizens: Edu Associates Degree Percent
2022,vt_colp,Voting: Voting-Age Citizens: Edu Bachelors Degree Percent
2022,vt_mstp,Voting: Voting-Age Citizens: Edu Graduate Degree Percent
2022,vt_pbpp,Voting: Voting-Age Citizens: Poverty: Below Poverty Level Percent
2022,vt_papp,Voting: Voting-Age Citizens: Poverty: At or Above Poverty Level Percent
2022,vt_ycap,Voting: Voting-Age Citizens: All Percent
2022,vt_ncap,Voting: Voting-Age Non-Citizens: All Percent
2022,vt_nc1829p,Voting: Voting-Age Non-Citizens: 18-29 Years Old Percent
2022,vt_nc3044p,Voting: Voting-Age Non-Citizens: 30-44 Years Old Percent
2022,vt_nc4564p,Voting: Voting-Age Non-Citizens: 45-64 Years Old Percent
2022,vt_nc65pp,Voting: Voting-Age Non-Citizens: 65 Plus Years Old Percent
2022,vt_dhi,Voting: Voting-Age Citizens: Median Household Income
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
